week_end_date,state,covid_19_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,state_abbrv,weekly_actual_days_reporting_any_data,weekly_percent_days_reporting_any_data,num_hospitals_previous_day_admission_adult_covid_confirmed,num_hospitals_previous_day_admission_pediatric_covid_confirmed,num_hospitals_previous_day_admission_influenza_confirmed,num_hospitals_total_patients_hospitalized_confirmed_influenza,num_hospitals_icu_patients_confirmed_influenza,num_hospitals_inpatient_beds,num_hospitals_total_icu_beds,num_hospitals_inpatient_beds_used,num_hospitals_icu_beds_used,num_hospitals_percent_inpatient_beds_occupied,num_hospitals_percent_staff_icu_beds_occupied,num_hospitals_percent_inpatient_beds_covid,num_hospitals_percent_inpatient_beds_influenza,num_hospitals_percent_staff_icu_beds_covid,num_hospitals_percent_icu_beds_influenza,num_hospitals_admissions_all_covid_confirmed,num_hospitals_total_patients_hospitalized_covid_confirmed,num_hospitals_staff_icu_patients_covid_confirmed,avg_admissions_adult_covid_confirmed,total_admissions_adult_covid_confirmed,avg_admissions_pediatric_covid_confirmed,total_admissions_pediatric_covid_confirmed,avg_admissions_all_covid_confirmed,total_admissions_all_covid_confirmed,avg_admissions_all_influenza_confirmed,total_admissions_all_influenza_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_total_patients_hospitalized_influenza_confirmed,avg_staff_icu_patients_covid_confirmed,avg_icu_patients_influenza_confirmed,avg_inpatient_beds,avg_total_icu_beds,avg_inpatient_beds_used,avg_icu_beds_used,avg_percent_inpatient_beds_occupied,avg_percent_staff_icu_beds_occupied,avg_percent_inpatient_beds_covid,avg_percent_inpatient_beds_influenza,avg_percent_staff_icu_beds_covid,avg_percent_icu_beds_influenza,percent_adult_covid_admissions,percent_pediatric_covid_admissions,percent_hospitals_previous_day_admission_adult_covid_confirmed,percent_hospitals_previous_day_admission_pediatric_covid_confirmed,percent_hospitals_previous_day_admission_influenza_confirmed,percent_hospitals_total_patients_hospitalized_confirmed_influenza,percent_hospitals_icu_patients_confirmed_influenza,percent_hospitals_inpatient_beds,percent_hospitals_total_icu_beds,percent_hospitals_inpatient_beds_used,percent_hospitals_icu_beds_used,percent_hospitals_percent_inpatient_beds_occupied,percent_hospitals_percent_staff_icu_beds_occupied,percent_hospitals_percent_inpatient_beds_covid,percent_hospitals_percent_inpatient_beds_influenza,percent_hospitals_percent_staff_icu_beds_covid,percent_hospitals_percent_icu_beds_influenza,percent_hospitals_admissions_all_covid_confirmed,percent_hospitals_total_patients_hospitalized_covid_confirmed,percent_hospitals_staff_icu_patients_covid_confirmed
2020-08-08T04:00:00Z,Alabama,264,1379,143,135,87,NA,313,AL,629,0.9459,60,90,0,0,0,94,94,94,89,94,89,90,0,89,0,90,90,89,92,647,2,17,95,664,NA,NA,1576,NA,496,NA,14403,2235,10224,1730,0.7096,0.8096,0.1099,NA,0.2321,NA,0.9744,0.0256,0.6316,0.9474,0,0,0,0.9895,0.9895,0.9895,0.9368,0.9895,0.9368,0.9474,0,0.9368,0,0.9474,0.9474,0.9368
2020-08-15T04:00:00Z,Alabama,230,1305,137,140,83,0,287,AL,637,0.9579,66,89,0,0,0,94,94,94,89,94,89,91,0,89,0,90,91,89,92,641,3,18,94,659,NA,NA,1431,NA,464,NA,14320,2201,10261,1722,0.7166,0.7969,0.1,NA,0.2147,NA,0.9727,0.0273,0.6947,0.9368,0,0,0,0.9895,0.9895,0.9895,0.9368,0.9895,0.9368,0.9579,0,0.9368,0,0.9474,0.9579,0.9368
2020-08-22T04:00:00Z,Alabama,209,1303,140,118,64,0,263,AL,632,0.9504,78,88,0,0,0,94,94,94,90,94,90,91,0,90,0,90,91,90,109,763,1,9,110,772,NA,NA,1254,NA,395,NA,14369,2199,10272,1673,0.7152,0.7635,0.0874,NA,0.1803,NA,0.9883,0.0117,0.8211,0.9263,0,0,0,0.9895,0.9895,0.9895,0.9474,0.9895,0.9474,0.9579,0,0.9474,0,0.9474,0.9579,0.9474
2020-08-29T04:00:00Z,Alabama,185,1216,127,130,71,0,244,AL,636,0.9564,90,92,0,0,0,94,94,94,91,94,91,91,0,91,0,92,91,91,120,838,2,13,122,851,NA,NA,1119,NA,382,NA,14510,2239,10214,1796,0.7037,0.8091,0.0772,NA,0.1719,NA,0.9847,0.0153,0.9474,0.9684,0,0,0,0.9895,0.9895,0.9895,0.9579,0.9895,0.9579,0.9579,0,0.9579,0,0.9684,0.9579,0.9579
2020-09-05T04:00:00Z,Alabama,156,1216,125,110,58,0,208,AL,640,0.9624,94,94,0,0,0,94,94,94,94,94,94,94,0,94,0,94,94,94,117,822,1,5,118,827,NA,NA,918,NA,341,NA,13732,2070,9586,1673,0.6982,0.8083,0.0669,NA,0.1649,NA,0.994,0.006,0.9895,0.9895,0,0,0,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0,0.9895,0,0.9895,0.9895,0.9895
2020-09-12T04:00:00Z,Alabama,138,1232,128,110,50,0,198,AL,637,0.9579,94,94,0,0,0,94,94,94,94,94,94,94,0,94,0,94,94,94,106,744,1,6,107,750,NA,NA,826,NA,312,NA,13636,2070,9252,1670,0.6785,0.8071,0.0606,NA,0.1509,NA,0.992,0.008,0.9895,0.9895,0,0,0,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0,0.9895,0,0.9895,0.9895,0.9895
2020-09-19T04:00:00Z,Alabama,139,1200,125,98,46,0,191,AL,631,0.9489,94,94,0,0,0,94,94,94,94,94,94,94,0,94,0,94,94,94,99,692,1,10,100,702,NA,NA,750,NA,268,NA,13514,2037,9440,1673,0.6988,0.8211,0.0555,NA,0.1313,NA,0.9858,0.0142,0.9895,0.9895,0,0,0,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0,0.9895,0,0.9895,0.9895,0.9895
2020-09-26T04:00:00Z,Alabama,105,1183,119,78,31,0,152,AL,635,0.9549,94,94,0,0,0,94,94,94,94,94,94,94,0,94,0,94,94,94,109,764,2,12,111,776,NA,NA,756,NA,262,NA,13735,2080,9632,1658,0.7011,0.797,0.0551,NA,0.1259,NA,0.9845,0.0155,0.9895,0.9895,0,0,0,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0,0.9895,0,0.9895,0.9895,0.9895
2020-10-03T04:00:00Z,Alabama,111,1103,116,92,36,0,167,AL,641,0.9639,93,93,0,0,0,93,93,93,92,93,92,93,0,92,0,93,93,92,100,703,2,14,102,717,NA,NA,749,NA,257,NA,13682,2074,9653,1634,0.7057,0.7892,0.0547,NA,0.1242,NA,0.9805,0.0195,0.9789,0.9789,0,0,0,0.9789,0.9789,0.9789,0.9684,0.9789,0.9684,0.9789,0,0.9684,0,0.9789,0.9789,0.9684
2020-10-10T04:00:00Z,Alabama,137,1204,127,102,50,NA,190,AL,637,0.9579,94,94,0,0,0,94,94,94,94,94,94,94,0,94,0,94,94,94,108,756,2,13,110,769,NA,NA,772,NA,271,NA,13733,2096,9821,1699,0.7151,0.8121,0.0562,NA,0.1294,NA,0.9831,0.0169,0.9895,0.9895,0,0,0,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0,0.9895,0,0.9895,0.9895,0.9895
2020-10-17T04:00:00Z,Alabama,126,1190,121,88,41,0,173,AL,639,0.9609,94,93,0,0,0,94,94,94,94,94,94,94,0,94,0,94,94,94,120,840,1,7,121,847,NA,NA,822,NA,263,NA,13480,2061,9800,1626,0.7265,0.7886,0.0611,NA,0.1274,NA,0.9917,0.0083,0.9895,0.9789,0,0,0,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0,0.9895,0,0.9895,0.9895,0.9895
2020-10-24T04:00:00Z,Alabama,119,1142,118,102,35,NA,187,AL,640,0.9624,94,93,94,94,94,93,93,93,93,93,93,93,93,93,93,94,94,93,138,968,1,10,140,978,1,3,851,5,270,1,13912,2112,10132,1711,0.7282,0.8101,0.0612,3e-4,0.1277,5e-4,0.9898,0.0102,0.9895,0.9789,0.9895,0.9895,0.9895,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9895,0.9895,0.9789
2020-10-31T04:00:00Z,Alabama,131,1169,123,104,47,0,188,AL,642,0.9654,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,154,1075,1,8,155,1083,2,13,953,9,288,2,13950,2116,10223,1719,0.7326,0.8121,0.0683,6e-4,0.1363,0.001,0.9926,0.0074,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895
2020-11-07T05:00:00Z,Alabama,151,1277,128,103,50,0,204,AL,639,0.9609,93,93,92,92,92,93,93,93,93,93,93,93,92,93,92,93,93,93,151,1060,1,10,153,1070,2,16,1000,14,300,5,13943,2113,10111,1700,0.7251,0.8045,0.0717,0.001,0.1421,0.0025,0.9907,0.0093,0.9789,0.9789,0.9684,0.9684,0.9684,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9789,0.9684,0.9789,0.9684,0.9789,0.9789,0.9789
2020-11-14T05:00:00Z,Alabama,176,1269,122,115,61,0,230,AL,645,0.9699,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,179,1250,2,14,181,1264,3,21,1163,12,324,3,13947,2118,10488,1635,0.7521,0.7718,0.0834,9e-4,0.1529,0.0016,0.9889,0.0111,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895
2020-11-21T05:00:00Z,Alabama,168,1275,125,98,46,NA,220,AL,651,0.9789,94,94,93,93,93,94,94,94,94,94,94,94,93,94,93,94,94,94,191,1335,1,9,192,1344,1,10,1266,12,340,4,14024,2130,10464,1701,0.7461,0.7988,0.0903,9e-4,0.1594,0.0017,0.9933,0.0067,0.9895,0.9895,0.9789,0.9789,0.9789,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9789,0.9895,0.9789,0.9895,0.9895,0.9895
2020-11-28T05:00:00Z,Alabama,202,1326,126,107,56,NA,254,AL,645,0.9699,94,94,93,93,93,94,94,94,94,94,94,94,93,94,93,94,94,94,209,1462,2,11,210,1473,2,12,1440,11,388,5,13892,2124,9839,1697,0.7081,0.8013,0.1036,8e-4,0.1834,0.0023,0.9925,0.0075,0.9895,0.9895,0.9789,0.9789,0.9789,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9789,0.9895,0.9789,0.9895,0.9895,0.9895
2020-12-05T05:00:00Z,Alabama,251,1355,127,126,71,0,306,AL,653,0.982,94,94,93,93,93,94,94,94,94,94,94,94,93,94,93,94,94,94,266,1863,3,20,269,1883,2,11,1751,11,447,5,13917,2125,10438,1720,0.7499,0.8094,0.1259,8e-4,0.2103,0.0025,0.9894,0.0106,0.9895,0.9895,0.9789,0.9789,0.9789,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9895,0.9789,0.9895,0.9789,0.9895,0.9895,0.9895
2020-12-12T05:00:00Z,Alabama,378,1598,147,195,130,NA,443,AL,656,0.9865,95,95,94,94,94,95,95,95,94,95,94,95,94,94,94,95,95,94,300,2100,3,21,303,2121,0,3,2041,11,460,2,13982,2123,10712,1666,0.7661,0.7903,0.146,8e-4,0.2185,9e-4,0.9901,0.0099,1,1,0.9895,0.9895,0.9895,1,1,1,0.9895,1,0.9895,1,0.9895,0.9895,0.9895,1,1,0.9895
2020-12-19T05:00:00Z,Alabama,390,1584,144,210,144,NA,456,AL,661,0.994,95,95,95,95,95,95,95,95,92,95,92,95,95,92,95,95,95,92,348,2433,4,25,351,2458,4,30,2327,15,455,3,13774,2117,10578,1535,0.7679,0.7539,0.1691,0.0011,0.2235,0.0012,0.9898,0.0102,1,1,1,1,1,1,1,1,0.9684,1,0.9684,1,1,0.9684,1,1,1,0.9684
2020-12-26T05:00:00Z,Alabama,452,1626,152,193,137,NA,509,AL,656,0.9865,95,95,95,95,95,95,95,95,89,95,89,95,95,89,95,95,95,89,363,2541,2,15,365,2556,2,16,2465,14,476,3,13932,2144,9955,1481,0.7144,0.7767,0.1769,0.001,0.2498,0.0015,0.9941,0.0059,1,1,1,1,1,1,1,1,0.9368,1,0.9368,1,1,0.9368,1,1,1,0.9368
2021-01-02T05:00:00Z,Alabama,508,1804,169,245,181,NA,576,AL,661,0.994,95,95,95,95,95,95,95,95,87,95,87,95,95,87,95,95,95,87,387,2712,2,12,389,2724,2,15,2730,16,509,4,13965,2163,10462,1489,0.7491,0.7819,0.1955,0.0011,0.2673,0.002,0.9956,0.0044,1,1,1,1,1,1,1,1,0.9158,1,0.9158,1,1,0.9158,1,1,1,0.9158
2021-01-09T05:00:00Z,Alabama,548,1811,158,251,186,NA,613,AL,662,0.9955,95,95,95,95,95,95,95,95,92,95,92,95,95,92,95,95,95,92,416,2911,3,24,419,2935,3,20,2963,28,677,7,13854,2164,10817,1723,0.7805,0.8205,0.2139,0.002,0.322,0.0032,0.9918,0.0082,1,1,1,1,1,1,1,1,0.9684,1,0.9684,1,1,0.9684,1,1,1,0.9684
2021-01-16T05:00:00Z,Alabama,596,1835,156,304,240,NA,663,AL,665,1,95,95,95,95,95,95,95,95,92,95,92,95,95,92,95,95,95,92,375,2627,2,14,377,2641,4,27,2900,28,704,8,13826,2145,10852,1730,0.7849,0.8215,0.2098,0.002,0.3344,0.0039,0.9947,0.0053,1,1,1,1,1,1,1,1,0.9684,1,0.9684,1,1,0.9684,1,1,1,0.9684
2021-01-23T05:00:00Z,Alabama,583,1791,156,260,207,NA,636,AL,664,0.9985,95,95,95,95,95,95,95,95,91,95,91,95,95,91,95,95,95,91,311,2174,2,17,313,2191,2,16,2527,24,651,8,13804,2102,10734,1612,0.7776,0.8005,0.1831,0.0018,0.3232,0.0038,0.9922,0.0078,1,1,1,1,1,1,1,1,0.9579,1,0.9579,1,1,0.9579,1,1,1,0.9579
2021-01-30T05:00:00Z,Alabama,490,1637,146,241,179,NA,552,AL,664,0.9985,95,95,95,95,95,95,95,95,91,95,91,95,95,91,95,95,95,91,255,1784,3,21,258,1805,5,32,2106,21,547,8,13858,2099,10685,1590,0.771,0.7763,0.1519,0.0015,0.2669,0.0037,0.9884,0.0116,1,1,1,1,1,1,1,1,0.9579,1,0.9579,1,1,0.9579,1,1,1,0.9579
2021-02-06T05:00:00Z,Alabama,347,1509,138,183,123,NA,408,AL,665,1,95,95,95,95,95,95,95,95,94,95,94,95,95,94,95,95,95,94,213,1490,5,33,218,1523,4,27,1736,19,497,4,13804,2095,10456,1655,0.7574,0.8075,0.1258,0.0014,0.2425,0.002,0.9783,0.0217,1,1,1,1,1,1,1,1,0.9895,1,0.9895,1,1,0.9895,1,1,1,0.9895
2021-02-13T05:00:00Z,Alabama,265,1432,129,150,104,NA,312,AL,665,1,95,95,95,95,95,95,95,95,94,95,94,95,95,94,95,95,95,94,170,1192,3,19,173,1211,3,19,1364,15,391,3,13705,2074,10331,1599,0.7535,0.7773,0.0994,0.0011,0.19,0.0014,0.9843,0.0157,1,1,1,1,1,1,1,1,0.9895,1,0.9895,1,1,0.9895,1,1,1,0.9895
2021-02-20T05:00:00Z,Alabama,214,1332,123,122,65,NA,273,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,129,901,2,16,131,917,3,20,1032,16,306,3,13827,2083,10082,1644,0.7292,0.7915,0.0747,0.0011,0.1472,0.0014,0.9826,0.0174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-02-27T05:00:00Z,Alabama,170,1315,121,121,64,0,227,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,101,707,1,9,102,716,3,19,770,14,239,2,13843,2086,10224,1667,0.7386,0.7994,0.0557,0.001,0.1147,0.0012,0.98740000000000006,0.0126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-03-06T05:00:00Z,Alabama,110,1162,112,80,35,NA,156,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,78,545,2,12,80,557,2,16,579,13,198,3,13847,2087,10047,1622,0.7255,0.7769,0.0418,9e-4,0.0949,0.0014,0.9785,0.0215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-03-13T05:00:00Z,Alabama,104,1189,114,96,42,0,158,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,65,455,1,5,66,460,2,17,463,17,153,2,13866,2086,10018,1571,0.7224,0.7532,0.0334,0.0012,0.0732,8e-4,0.9891,0.0109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-03-20T04:00:00Z,Alabama,81,1060,98,70,27,NA,124,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,73,509,1,7,74,516,3,21,400,16,136,4,13842,2090,9795,1574,0.7076,0.756,0.0289,0.0012,0.0652,0.0021,0.9864,0.0136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-03-27T04:00:00Z,Alabama,78,1191,116,80,34,0,124,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,65,453,1,6,66,459,2,11,373,15,130,5,13801,2087,9619,1547,0.697,0.7412,0.0271,0.0011,0.0623,0.0023,0.9869,0.0131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-04-03T04:00:00Z,Alabama,67,1107,108,78,23,NA,122,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,56,390,0,3,56,393,1,7,341,14,123,5,13814,2083,9715,1566,0.7033,0.7515,0.0247,0.001,0.059,0.0022,0.9924,0.0076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-04-10T04:00:00Z,Alabama,53,1209,117,67,17,NA,104,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,53,370,1,7,54,377,1,9,312,7,104,1,13834,2079,9738,1607,0.7038,0.7731,0.0226,5e-4,0.0502,5e-4,0.9814,0.0186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-04-17T04:00:00Z,Alabama,43,1170,114,64,16,0,91,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,49,345,2,13,51,358,1,9,323,8,106,1,13881,2080,10042,1648,0.7233,0.7923,0.0233,6e-4,0.0511,5e-4,0.9637,0.0363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-04-24T04:00:00Z,Alabama,45,1108,113,61,NA,0,98,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,63,442,2,14,65,456,3,24,349,13,118,3,13886,2083,9996,1635,0.7198,0.7851,0.0251,0.001,0.0567,0.0014,0.9693,0.0307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-05-01T04:00:00Z,Alabama,46,1192,119,73,19,0,100,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,54,381,2,11,56,392,3,20,321,11,121,3,13910,2099,10020,1647,0.7203,0.7846,0.0231,8e-4,0.0575,0.0012,0.9719,0.0281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-05-08T04:00:00Z,Alabama,63,1156,116,74,29,0,108,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,63,438,2,16,65,454,2,11,354,8,133,2,13872,2090,10098,1688,0.7279,0.808,0.0255,6e-4,0.0636,0.0011,0.9648,0.0352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-05-15T04:00:00Z,Alabama,50,1095,109,57,16,0,91,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,68,474,2,12,69,486,2,12,354,10,132,2,13884,2097,10015,1657,0.7212,0.7901,0.0255,8e-4,0.0629,7e-4,0.9753,0.0247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-05-22T04:00:00Z,Alabama,50,1095,110,58,17,NA,92,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,50,350,2,11,52,361,2,12,306,9,112,2,13864,2093,10196,1660,0.7354,0.7932,0.0221,6e-4,0.0534,0.0011,0.9695,0.0305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-05-29T04:00:00Z,Alabama,33,1080,110,59,12,0,80,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,47,330,2,13,49,343,2,11,274,6,96,1,13862,2095,10114,1611,0.7296,0.7689,0.0197,4e-4,0.0458,5e-4,0.9621,0.0379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-06-05T04:00:00Z,Alabama,36,1086,111,60,11,0,85,AL,665,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,38,263,1,5,38,268,2,12,251,10,98,2,13821,2093,9844,1599,0.7122,0.7639,0.0181,7e-4,0.047,0.001,0.9813,0.0187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-06-12T04:00:00Z,Alabama,34,1111,110,60,10,0,84,AL,665,1,95,95,90,90,90,95,95,95,95,95,95,95,90,95,90,95,95,95,30,211,1,4,31,215,2,15,207,9,80,2,13830,2097,10051,1625,0.7267,0.7748,0.015,7e-4,0.0382,8e-4,0.9814,0.0186,1,1,0.9474,0.9474,0.9474,1,1,1,1,1,1,1,0.9474,1,0.9474,1,1,1
2021-06-19T04:00:00Z,Alabama,24,1135,120,67,11,0,80,AL,665,1,95,95,88,88,88,95,95,95,95,95,95,95,88,95,88,95,95,95,26,183,0,2,26,185,1,7,186,6,72,1,13802,2092,10079,1653,0.7302,0.7903,0.0135,5e-4,0.0344,6e-4,0.9892,0.0108,1,1,0.9263,0.9263,0.9263,1,1,1,1,1,1,1,0.9263,1,0.9263,1,1,1
2021-06-26T04:00:00Z,Alabama,36,1074,110,69,10,NA,96,AL,665,1,95,95,87,87,87,95,95,95,95,95,95,95,87,95,87,95,95,95,29,200,1,5,29,205,0,3,180,5,70,1,13706,2090,10036,1658,0.7323,0.7933,0.0131,4e-4,0.0335,7e-4,0.9756,0.0244,1,1,0.9158,0.9158,0.9158,1,1,1,1,1,1,1,0.9158,1,0.9158,1,1,1
2021-07-03T04:00:00Z,Alabama,22,1062,114,55,10,0,67,AL,665,1,95,95,86,87,86,95,95,95,95,95,95,95,87,95,86,95,95,95,66,462,3,18,69,480,2,13,241,8,113,2,13726,2086,10114,1607,0.7368,0.7701,0.0176,7e-4,0.054,0.0012,0.9625,0.0375,1,1,0.9053,0.9158,0.9053,1,1,1,1,1,1,1,0.9158,1,0.9053,1,1,1
2021-07-10T04:00:00Z,Alabama,37,1133,115,75,14,0,98,AL,665,1,95,95,85,85,85,95,95,95,95,95,95,95,85,95,85,95,95,95,43,299,2,12,44,311,1,6,240,6,85,2,13692,2088,9797,1596,0.7153,0.7643,0.0175,5e-4,0.0408,0.0012,0.9614,0.0386,1,1,0.8947,0.8947,0.8947,1,1,1,1,1,1,1,0.8947,1,0.8947,1,1,1
2021-07-17T04:00:00Z,Alabama,43,1055,106,72,18,0,97,AL,665,1,95,95,85,85,85,95,95,95,95,95,95,95,85,95,85,95,95,95,70,489,2,14,72,503,2,16,342,5,122,1,13728,2102,10107,1635,0.7362,0.7776,0.0249,5e-4,0.0579,3e-4,0.9722,0.0278,1,1,0.8947,0.8947,0.8947,1,1,1,1,1,1,1,0.8947,1,0.8947,1,1,1
2021-07-24T04:00:00Z,Alabama,63,1105,115,71,24,0,110,AL,665,1,95,95,84,85,84,95,95,95,95,95,95,95,85,95,84,95,95,95,149,1046,4,29,154,1075,2,12,596,13,179,1,13778,2109,10217,1686,0.7415,0.7993,0.0432,0.0012,0.0847,8e-4,0.973,0.027,1,1,0.8842,0.8947,0.8842,1,1,1,1,1,1,1,0.8947,1,0.8842,1,1,1
2021-07-31T04:00:00Z,Alabama,109,1170,125,97,40,0,166,AL,665,1,95,95,83,83,81,95,95,95,94,95,94,95,83,94,81,95,95,94,249,1743,5,36,254,1779,4,28,1139,24,281,2,13767,2103,10520,1680,0.7642,0.8021,0.0827,0.0021,0.1342,0.0012,0.9798,0.0202,1,1,0.8737,0.8737,0.8526,1,1,1,0.9895,1,0.9895,1,0.8737,0.9895,0.8526,1,1,0.9895
2021-08-07T04:00:00Z,Alabama,226,1330,138,134,90,0,270,AL,659,0.991,95,95,82,82,81,95,95,95,94,95,94,95,82,94,81,95,95,94,283,1980,8,59,291,2039,3,18,1733,24,414,6,13653,2101,10695,1647,0.7833,0.7882,0.127,0.0021,0.1981,0.0036,0.9711,0.0289,1,1,0.8632,0.8632,0.8526,1,1,1,0.9895,1,0.9895,1,0.8632,0.9895,0.8526,1,1,0.9895
2021-08-14T04:00:00Z,Alabama,345,1441,149,176,140,0,381,AL,661,0.994,95,95,81,82,81,95,95,95,90,95,90,95,82,90,81,95,95,90,350,2453,10,71,361,2524,2,13,2287,19,526,7,13395,2079,10611,1646,0.7922,0.8132,0.1708,0.0017,0.2601,0.0038,0.9719,0.0281,1,1,0.8526,0.8632,0.8526,1,1,1,0.9474,1,0.9474,1,0.8632,0.9474,0.8526,1,1,0.9474
2021-08-21T04:00:00Z,Alabama,420,1577,166,203,146,0,477,AL,654,0.9835,95,95,81,82,81,95,95,95,91,95,91,95,82,91,81,95,95,91,352,2462,13,88,364,2550,3,19,2655,19,588,5,13531,2041,10924,1595,0.8073,0.8255,0.1962,0.0017,0.3041,0.0029,0.9655,0.0345,1,1,0.8526,0.8632,0.8526,1,1,1,0.9579,1,0.9579,1,0.8632,0.9579,0.8526,1,1,0.9579
2021-08-28T04:00:00Z,Alabama,477,1619,174,235,169,0,543,AL,661,0.994,95,95,81,82,81,95,95,95,91,95,91,95,82,91,81,95,95,91,341,2385,13,90,354,2475,3,18,2771,18,590,4,13568,2039,10831,1563,0.7982,0.8057,0.2042,0.0015,0.3041,0.0023,0.9636,0.0364,1,1,0.8526,0.8632,0.8526,1,1,1,0.9579,1,0.9579,1,0.8632,0.9579,0.8526,1,1,0.9579
2021-09-04T04:00:00Z,Alabama,497,1607,168,244,190,NA,551,AL,665,1,95,95,81,83,81,95,95,95,86,95,86,95,83,86,81,95,95,86,360,2518,15,102,374,2620,4,26,2809,26,604,6,13593,2037,10810,1557,0.7952,0.8282,0.2067,0.0023,0.321,0.0035,0.9611,0.0389,1,1,0.8526,0.8737,0.8526,1,1,1,0.9053,1,0.9053,1,0.8737,0.9053,0.8526,1,1,0.9053
2021-09-11T04:00:00Z,Alabama,548,1750,180,278,215,0,611,AL,651,0.9789,95,95,79,81,79,95,95,95,89,95,89,95,81,89,79,95,95,89,313,2193,10,70,323,2263,3,19,2651,27,588,8,13383,2042,10614,1574,0.7931,0.8348,0.1981,0.0023,0.3119,0.0047,0.9691,0.0309,1,1,0.8316,0.8526,0.8316,1,1,1,0.9368,1,0.9368,1,0.8526,0.9368,0.8316,1,1,0.9368
2021-09-18T04:00:00Z,Alabama,474,1586,165,243,191,0,526,AL,661,0.994,95,95,78,80,78,94,95,94,89,94,89,94,79,89,78,95,95,89,245,1717,9,64,254,1781,2,17,2279,17,556,7,13357,2061,10512,1603,0.787,0.8424,0.1687,0.0014,0.2925,0.004,0.9641,0.0359,1,1,0.8211,0.8421,0.8211,0.9895,1,0.9895,0.9368,0.9895,0.9368,0.9895,0.8316,0.9368,0.8211,1,1,0.9368
